id,,lablel
63998,0,3
63999,0,7
64000,0,9
64001,0,0
64002,0,0
64003,0,9
64004,0,8
64005,0,5
64006,0,3
64007,0,0
64008,0,7
64009,0,1
64010,0,9
64011,0,7
64012,0,8
64013,0,4
64014,0,0
64015,0,9
64016,0,9
64017,0,1
64018,0,2
64019,0,0
64020,0,6
64021,0,2
64022,0,4
64023,0,5
64024,0,1
64025,0,0
64026,0,4
64027,0,8
64028,0,3
64029,0,4
64030,0,8
64031,0,3
64032,0,4
64033,0,0
64034,0,0
64035,0,3
64036,0,6
64037,0,7
64038,0,2
64039,0,4
64040,0,1
64041,0,7
64042,0,3
64043,0,0
64044,0,7
64045,0,9
64046,0,9
64047,0,1
64048,0,5
64049,0,5
64050,0,9
64051,0,1
64052,0,4
64053,0,6
64054,0,1
64055,0,2
64056,0,8
64057,0,3
64058,0,5
64059,0,7
64060,0,8
64061,0,0
64062,0,4
64063,0,2
64064,0,7
64065,0,2
64066,0,7
64067,0,5
64068,0,0
64069,0,8
64070,0,7
64071,0,8
64072,0,8
64073,0,4
64074,0,9
64075,0,2
64076,0,5
64077,0,5
64078,0,9
64079,0,9
64080,0,4
64081,0,4
64082,0,2
64083,0,6
64084,0,6
64085,0,0
64086,0,8
64087,0,7
64088,0,6
64089,0,6
64090,0,7
64091,0,5
64092,0,2
64093,0,7
64094,0,0
64095,0,3
64096,0,4
64097,0,4
64098,0,8
64099,0,4
64100,0,0
64101,0,2
64102,0,7
64103,0,0
64104,0,5
64105,0,3
64106,0,6
64107,0,2
64108,0,8
64109,0,0
64110,0,6
64111,0,2
64112,0,0
64113,0,2
64114,0,5
64115,0,5
64116,0,8
64117,0,0
64118,0,7
64119,0,0
64120,0,8
64121,0,9
64122,0,0
64123,0,2
64124,0,1
64125,0,4
64126,0,5
64127,0,1
64128,0,0
64129,0,2
64130,0,9
64131,0,6
64132,0,4
64133,0,9
64134,0,9
64135,0,1
64136,0,4
64137,0,3
64138,0,1
64139,0,6
64140,0,8
64141,0,0
64142,0,3
64143,0,3
64144,0,6
64145,0,2
64146,0,0
64147,0,2
64148,0,3
64149,0,6
64150,0,5
64151,0,2
64152,0,3
64153,0,6
64154,0,0
64155,0,8
64156,0,5
64157,0,4
64158,0,0
64159,0,1
64160,0,0
64161,0,2
64162,0,2
64163,0,6
64164,0,7
64165,0,9
64166,0,6
64167,0,2
64168,0,3
64169,0,3
64170,0,6
64171,0,8
64172,0,5
64173,0,4
64174,0,4
64175,0,0
64176,0,3
64177,0,3
64178,0,5
64179,0,2
64180,0,5
64181,0,1
64182,0,5
64183,0,5
64184,0,1
64185,0,7
64186,0,5
64187,0,2
64188,0,1
64189,0,8
64190,0,8
64191,0,0
64192,0,9
64193,0,6
64194,0,0
64195,0,0
64196,0,3
64197,0,2
64198,0,1
64199,0,8
64200,0,3
64201,0,4
64202,0,2
64203,0,1
64204,0,2
64205,0,0
64206,0,3
64207,0,0
64208,0,8
64209,0,5
64210,0,1
64211,0,5
64212,0,0
64213,0,2
64214,0,0
64215,0,3
64216,0,9
64217,0,8
64218,0,4
64219,0,8
64220,0,1
64221,0,0
64222,0,2
64223,0,6
64224,0,2
64225,0,0
64226,0,3
64227,0,7
64228,0,5
64229,0,0
64230,0,6
64231,0,2
64232,0,0
64233,0,8
64234,0,2
64235,0,2
64236,0,1
64237,0,8
64238,0,6
64239,0,8
64240,0,2
64241,0,9
64242,0,2
64243,0,6
64244,0,8
64245,0,5
64246,0,2
64247,0,7
64248,0,3
64249,0,2
64250,0,2
64251,0,6
64252,0,6
64253,0,6
64254,0,8
64255,0,5
64256,0,2
64257,0,1
64258,0,5
64259,0,2
64260,0,8
64261,0,2
64262,0,9
64263,0,0
64264,0,6
64265,0,3
64266,0,6
64267,0,4
64268,0,2
64269,0,7
64270,0,7
64271,0,9
64272,0,0
64273,0,2
64274,0,9
64275,0,8
64276,0,0
64277,0,5
64278,0,8
64279,0,7
64280,0,7
64281,0,0
64282,0,7
64283,0,7
64284,0,0
64285,0,7
64286,0,7
64287,0,2
64288,0,9
64289,0,7
64290,0,4
64291,0,2
64292,0,2
64293,0,3
64294,0,8
64295,0,0
64296,0,1
64297,0,9
64298,0,8
64299,0,0
64300,0,2
64301,0,2
64302,0,8
64303,0,3
64304,0,8
64305,0,0
64306,0,7
64307,0,6
64308,0,3
64309,0,3
64310,0,8
64311,0,1
64312,0,3
64313,0,8
64314,0,7
64315,0,3
64316,0,0
64317,0,3
64318,0,4
64319,0,8
64320,0,8
64321,0,9
64322,0,1
64323,0,3
64324,0,2
64325,0,1
64326,0,4
64327,0,8
64328,0,6
64329,0,4
64330,0,2
64331,0,7
64332,0,3
64333,0,9
64334,0,4
64335,0,9
64336,0,0
64337,0,4
64338,0,6
64339,0,5
64340,0,7
64341,0,0
64342,0,8
64343,0,1
64344,0,7
64345,0,5
64346,0,4
64347,0,9
64348,0,5
64349,0,7
64350,0,3
64351,0,2
64352,0,0
64353,0,9
64354,0,8
64355,0,7
64356,0,3
64357,0,7
64358,0,7
64359,0,4
64360,0,7
64361,0,5
64362,0,8
64363,0,5
64364,0,2
64365,0,4
64366,0,6
64367,0,2
64368,0,3
64369,0,8
64370,0,9
64371,0,7
64372,0,1
64373,0,3
64374,0,4
64375,0,2
64376,0,9
64377,0,7
64378,0,1
64379,0,2
64380,0,2
64381,0,6
64382,0,0
64383,0,5
64384,0,5
64385,0,4
64386,0,5
64387,0,2
64388,0,8
64389,0,9
64390,0,4
64391,0,9
64392,0,9
64393,0,1
64394,0,4
64395,0,3
64396,0,1
64397,0,5
64398,0,5
64399,0,5
64400,0,6
64401,0,8
64402,0,1
64403,0,5
64404,0,5
64405,0,9
64406,0,5
64407,0,9
64408,0,8
64409,0,3
64410,0,1
64411,0,1
64412,0,2
64413,0,6
64414,0,6
64415,0,9
64416,0,3
64417,0,6
64418,0,4
64419,0,4
64420,0,8
64421,0,6
64422,0,5
64423,0,6
64424,0,9
64425,0,0
64426,0,2
64427,0,8
64428,0,4
64429,0,8
64430,0,6
64431,0,3
64432,0,6
64433,0,1
64434,0,4
64435,0,3
64436,0,3
64437,0,8
64438,0,4
64439,0,9
64440,0,9
64441,0,0
64442,0,7
64443,0,9
64444,0,5
64445,0,3
64446,0,1
64447,0,5
64448,0,2
64449,0,8
64450,0,4
64451,0,9
64452,0,0
64453,0,1
64454,0,6
64455,0,0
64456,0,5
64457,0,8
64458,0,1
64459,0,9
64460,0,3
64461,0,6
64462,0,8
64463,0,3
64464,0,8
64465,0,4
64466,0,2
64467,0,5
64468,0,6
64469,0,9
64470,0,6
64471,0,1
64472,0,4
64473,0,0
64474,0,7
64475,0,9
64476,0,0
64477,0,1
64478,0,3
64479,0,9
64480,0,5
64481,0,1
64482,0,4
64483,0,1
64484,0,1
64485,0,4
64486,0,8
64487,0,3
64488,0,9
64489,0,5
64490,0,4
64491,0,4
64492,0,3
64493,0,7
64494,0,7
64495,0,7
64496,0,2
64497,0,3
64498,0,9
64499,0,1
64500,0,9
64501,0,4
64502,0,4
64503,0,0
64504,0,7
64505,0,6
64506,0,2
64507,0,7
64508,0,9
64509,0,0
64510,0,3
64511,0,4
64512,0,9
64513,0,0
64514,0,4
64515,0,0
64516,0,2
64517,0,7
64518,0,9
64519,0,6
64520,0,1
64521,0,1
64522,0,2
64523,0,0
64524,0,8
64525,0,8
64526,0,7
64527,0,6
64528,0,2
64529,0,7
64530,0,5
64531,0,7
64532,0,6
64533,0,1
64534,0,8
64535,0,1
64536,0,4
64537,0,9
64538,0,8
64539,0,9
64540,0,6
64541,0,1
64542,0,0
64543,0,6
64544,0,0
64545,0,3
64546,0,0
64547,0,6
64548,0,4
64549,0,1
64550,0,9
64551,0,7
64552,0,1
64553,0,2
64554,0,2
64555,0,5
64556,0,3
64557,0,4
64558,0,1
64559,0,7
64560,0,6
64561,0,7
64562,0,0
64563,0,2
64564,0,8
64565,0,8
64566,0,1
64567,0,4
64568,0,9
64569,0,7
64570,0,6
64571,0,3
64572,0,4
64573,0,9
64574,0,3
64575,0,9
64576,0,8
64577,0,5
64578,0,3
64579,0,8
64580,0,4
64581,0,7
64582,0,1
64583,0,4
64584,0,1
64585,0,9
64586,0,6
64587,0,8
64588,0,3
64589,0,2
64590,0,4
64591,0,8
64592,0,1
64593,0,1
64594,0,5
64595,0,8
64596,0,6
64597,0,1
64598,0,0
64599,0,2
64600,0,9
64601,0,0
64602,0,9
64603,0,5
64604,0,3
64605,0,5
64606,0,0
64607,0,6
64608,0,5
64609,0,4
64610,0,8
64611,0,3
64612,0,8
64613,0,0
64614,0,2
64615,0,9
64616,0,9
64617,0,1
64618,0,5
64619,0,3
64620,0,2
64621,0,6
64622,0,5
64623,0,3
64624,0,0
64625,0,3
64626,0,0
64627,0,7
64628,0,4
64629,0,0
64630,0,4
64631,0,1
64632,0,9
64633,0,5
64634,0,1
64635,0,7
64636,0,5
64637,0,5
64638,0,5
64639,0,9
64640,0,3
64641,0,8
64642,0,4
64643,0,6
64644,0,6
64645,0,4
64646,0,4
64647,0,4
64648,0,1
64649,0,1
64650,0,4
64651,0,2
64652,0,8
64653,0,4
64654,0,9
64655,0,0
64656,0,5
64657,0,8
64658,0,1
64659,0,3
64660,0,8
64661,0,3
64662,0,2
64663,0,4
64664,0,8
64665,0,3
64666,0,0
64667,0,9
64668,0,3
64669,0,6
64670,0,9
64671,0,7
64672,0,2
64673,0,2
64674,0,2
64675,0,6
64676,0,8
64677,0,9
64678,0,6
64679,0,1
64680,0,4
64681,0,7
64682,0,7
64683,0,9
64684,0,7
64685,0,3
64686,0,6
64687,0,7
64688,0,2
64689,0,7
64690,0,3
64691,0,0
64692,0,2
64693,0,0
64694,0,9
64695,0,2
64696,0,3
64697,0,3
64698,0,1
64699,0,9
64700,0,5
64701,0,8
64702,0,2
64703,0,3
64704,0,5
64705,0,0
64706,0,0
64707,0,4
64708,0,5
64709,0,8
64710,0,3
64711,0,5
64712,0,3
64713,0,7
64714,0,7
64715,0,6
64716,0,0
64717,0,9
64718,0,5
64719,0,1
64720,0,4
64721,0,4
64722,0,5
64723,0,3
64724,0,0
64725,0,6
64726,0,1
64727,0,4
64728,0,0
64729,0,5
64730,0,4
64731,0,8
64732,0,5
64733,0,7
64734,0,3
64735,0,0
64736,0,8
64737,0,3
64738,0,5
64739,0,2
64740,0,4
64741,0,9
64742,0,8
64743,0,9
64744,0,9
64745,0,8
64746,0,1
64747,0,7
64748,0,5
64749,0,0
64750,0,1
64751,0,5
64752,0,4
64753,0,3
64754,0,3
64755,0,3
64756,0,4
64757,0,4
64758,0,3
64759,0,6
64760,0,7
64761,0,8
64762,0,0
64763,0,9
64764,0,6
64765,0,3
64766,0,0
64767,0,4
64768,0,2
64769,0,7
64770,0,3
64771,0,5
64772,0,7
64773,0,3
64774,0,7
64775,0,8
64776,0,4
64777,0,6
64778,0,2
64779,0,2
64780,0,3
64781,0,1
64782,0,0
64783,0,7
64784,0,5
64785,0,2
64786,0,6
64787,0,4
64788,0,1
64789,0,1
64790,0,4
64791,0,7
64792,0,2
64793,0,3
64794,0,5
64795,0,5
64796,0,0
64797,0,4
64798,0,4
64799,0,4
64800,0,8
64801,0,9
64802,0,9
64803,0,2
64804,0,0
64805,0,9
64806,0,8
64807,0,3
64808,0,5
64809,0,3
64810,0,1
64811,0,4
64812,0,5
64813,0,0
64814,0,1
64815,0,8
64816,0,5
64817,0,8
64818,0,4
64819,0,0
64820,0,7
64821,0,8
64822,0,9
64823,0,2
64824,0,4
64825,0,6
64826,0,3
64827,0,2
64828,0,2
64829,0,2
64830,0,8
64831,0,9
64832,0,1
64833,0,9
64834,0,7
64835,0,4
64836,0,5
64837,0,6
64838,0,3
64839,0,2
64840,0,4
64841,0,5
64842,0,6
64843,0,6
64844,0,5
64845,0,8
64846,0,6
64847,0,4
64848,0,2
64849,0,9
64850,0,4
64851,0,7
64852,0,8
64853,0,3
64854,0,0
64855,0,2
64856,0,7
64857,0,7
64858,0,5
64859,0,9
64860,0,7
64861,0,7
64862,0,3
64863,0,8
64864,0,7
64865,0,5
64866,0,9
64867,0,9
64868,0,8
64869,0,2
64870,0,1
64871,0,0
64872,0,8
64873,0,0
64874,0,2
64875,0,6
64876,0,7
64877,0,9
64878,0,2
64879,0,2
64880,0,5
64881,0,4
64882,0,3
64883,0,2
64884,0,1
64885,0,1
64886,0,9
64887,0,0
64888,0,5
64889,0,5
64890,0,4
64891,0,9
64892,0,8
64893,0,9
64894,0,6
64895,0,5
64896,0,4
64897,0,6
64898,0,0
64899,0,5
64900,0,7
64901,0,8
64902,0,4
64903,0,8
64904,0,8
64905,0,7
64906,0,4
64907,0,9
64908,0,3
64909,0,9
64910,0,6
64911,0,9
64912,0,7
64913,0,3
64914,0,9
64915,0,9
64916,0,3
64917,0,6
64918,0,0
64919,0,2
64920,0,8
64921,0,7
64922,0,9
64923,0,3
64924,0,0
64925,0,4
64926,0,4
64927,0,1
64928,0,0
64929,0,3
64930,0,8
64931,0,4
64932,0,8
64933,0,4
64934,0,4
64935,0,2
64936,0,3
64937,0,5
64938,0,7
64939,0,7
64940,0,8
64941,0,5
64942,0,6
64943,0,3
64944,0,2
64945,0,1
64946,0,8
64947,0,3
64948,0,8
64949,0,5
64950,0,4
64951,0,2
64952,0,3
64953,0,0
64954,0,8
64955,0,3
64956,0,3
64957,0,4
64958,0,9
64959,0,0
64960,0,9
64961,0,9
64962,0,0
64963,0,1
64964,0,8
64965,0,3
64966,0,0
64967,0,3
64968,0,8
64969,0,6
64970,0,8
64971,0,5
64972,0,1
64973,0,3
64974,0,0
64975,0,1
64976,0,9
64977,0,3
64978,0,5
64979,0,0
64980,0,6
64981,0,2
64982,0,3
64983,0,1
64984,0,5
64985,0,3
64986,0,2
64987,0,8
64988,0,5
64989,0,7
64990,0,8
64991,0,0
64992,0,1
64993,0,1
64994,0,0
64995,0,6
64996,0,2
64997,0,5
64998,0,9
64999,0,0
65000,0,7
65001,0,2
65002,0,3
65003,0,6
65004,0,4
65005,0,6
65006,0,3
65007,0,3
65008,0,9
65009,0,4
65010,0,9
65011,0,0
65012,0,8
65013,0,3
65014,0,5
65015,0,6
65016,0,2
65017,0,0
65018,0,1
65019,0,3
65020,0,9
65021,0,4
65022,0,2
65023,0,5
65024,0,0
65025,0,5
65026,0,3
65027,0,2
65028,0,5
65029,0,6
65030,0,0
65031,0,6
65032,0,0
65033,0,6
65034,0,9
65035,0,1
65036,0,3
65037,0,4
65038,0,3
65039,0,5
65040,0,5
65041,0,4
65042,0,6
65043,0,1
65044,0,4
65045,0,9
65046,0,7
65047,0,4
65048,0,4
65049,0,7
65050,0,5
65051,0,7
65052,0,1
65053,0,4
65054,0,8
65055,0,7
65056,0,9
65057,0,5
65058,0,7
65059,0,0
65060,0,2
65061,0,9
65062,0,2
65063,0,5
65064,0,0
65065,0,7
65066,0,8
65067,0,4
65068,0,5
65069,0,2
65070,0,9
65071,0,3
65072,0,3
65073,0,2
65074,0,5
65075,0,9
65076,0,2
65077,0,5
65078,0,7
65079,0,7
65080,0,3
65081,0,8
65082,0,3
65083,0,9
65084,0,6
65085,0,5
65086,0,3
65087,0,0
65088,0,7
65089,0,6
65090,0,9
65091,0,9
65092,0,1
65093,0,3
65094,0,6
65095,0,9
65096,0,3
65097,0,6
65098,0,4
65099,0,5
65100,0,3
65101,0,4
65102,0,9
65103,0,9
65104,0,1
65105,0,2
65106,0,2
65107,0,2
65108,0,4
65109,0,6
65110,0,8
65111,0,7
65112,0,9
65113,0,9
65114,0,4
65115,0,8
65116,0,8
65117,0,9
65118,0,0
65119,0,7
65120,0,6
65121,0,4
65122,0,3
65123,0,8
65124,0,8
65125,0,4
65126,0,2
65127,0,0
65128,0,1
65129,0,4
65130,0,0
65131,0,2
65132,0,1
65133,0,5
65134,0,4
65135,0,6
65136,0,6
65137,0,0
65138,0,3
65139,0,4
65140,0,5
65141,0,6
65142,0,8
65143,0,7
65144,0,6
65145,0,6
65146,0,3
65147,0,1
65148,0,8
65149,0,4
65150,0,8
65151,0,9
65152,0,9
65153,0,5
65154,0,5
65155,0,8
65156,0,2
65157,0,5
65158,0,4
65159,0,4
65160,0,2
65161,0,5
65162,0,6
65163,0,9
65164,0,2
65165,0,9
65166,0,1
65167,0,0
65168,0,4
65169,0,4
65170,0,6
65171,0,9
65172,0,8
65173,0,6
65174,0,4
65175,0,9
65176,0,1
65177,0,9
65178,0,4
65179,0,7
65180,0,3
65181,0,5
65182,0,4
65183,0,3
65184,0,4
65185,0,2
65186,0,1
65187,0,6
65188,0,2
65189,0,4
65190,0,3
65191,0,7
65192,0,8
65193,0,4
65194,0,5
65195,0,5
65196,0,9
65197,0,0
65198,0,4
65199,0,3
65200,0,4
65201,0,5
65202,0,5
65203,0,5
65204,0,7
65205,0,6
65206,0,1
65207,0,3
65208,0,3
65209,0,7
65210,0,0
65211,0,7
65212,0,7
65213,0,6
65214,0,8
65215,0,3
65216,0,5
65217,0,5
65218,0,8
65219,0,1
65220,0,9
65221,0,4
65222,0,0
65223,0,4
65224,0,2
65225,0,1
65226,0,6
65227,0,0
65228,0,1
65229,0,6
65230,0,5
65231,0,0
65232,0,8
65233,0,1
65234,0,1
65235,0,7
65236,0,5
65237,0,2
65238,0,5
65239,0,9
65240,0,0
65241,0,8
65242,0,3
65243,0,4
65244,0,4
65245,0,4
65246,0,7
65247,0,0
65248,0,7
65249,0,3
65250,0,3
65251,0,2
65252,0,3
65253,0,7
65254,0,1
65255,0,6
65256,0,2
65257,0,3
65258,0,3
65259,0,0
65260,0,6
65261,0,2
65262,0,4
65263,0,8
65264,0,7
65265,0,0
65266,0,3
65267,0,0
65268,0,4
65269,0,7
65270,0,3
65271,0,3
65272,0,6
65273,0,0
65274,0,2
65275,0,4
65276,0,4
65277,0,1
65278,0,8
65279,0,1
65280,0,9
65281,0,1
65282,0,2
65283,0,6
65284,0,4
65285,0,2
65286,0,5
65287,0,3
65288,0,3
65289,0,5
65290,0,3
65291,0,5
65292,0,8
65293,0,3
65294,0,9
65295,0,7
65296,0,3
65297,0,0
65298,0,6
65299,0,1
65300,0,6
65301,0,1
65302,0,0
65303,0,7
65304,0,7
65305,0,4
65306,0,8
65307,0,9
65308,0,6
65309,0,1
65310,0,5
65311,0,4
65312,0,9
65313,0,4
65314,0,7
65315,0,9
65316,0,9
65317,0,9
65318,0,0
65319,0,1
65320,0,0
65321,0,9
65322,0,9
65323,0,5
65324,0,1
65325,0,7
65326,0,2
65327,0,9
65328,0,3
65329,0,5
65330,0,6
65331,0,8
65332,0,1
65333,0,7
65334,0,3
65335,0,3
65336,0,8
65337,0,4
65338,0,7
65339,0,8
65340,0,8
65341,0,9
65342,0,8
65343,0,8
65344,0,4
65345,0,5
65346,0,6
65347,0,4
65348,0,5
65349,0,9
65350,0,0
65351,0,0
65352,0,5
65353,0,3
65354,0,7
65355,0,7
65356,0,4
65357,0,4
65358,0,7
65359,0,4
65360,0,5
65361,0,8
65362,0,3
65363,0,7
65364,0,2
65365,0,7
65366,0,3
65367,0,8
65368,0,8
65369,0,8
65370,0,7
65371,0,8
65372,0,6
65373,0,0
65374,0,5
65375,0,7
65376,0,9
65377,0,8
65378,0,5
65379,0,4
65380,0,0
65381,0,6
65382,0,2
65383,0,4
65384,0,2
65385,0,8
65386,0,9
65387,0,9
65388,0,1
65389,0,9
65390,0,5
65391,0,8
65392,0,4
65393,0,4
65394,0,8
65395,0,4
65396,0,8
65397,0,7
65398,0,4
65399,0,8
65400,0,3
65401,0,0
65402,0,7
65403,0,8
65404,0,8
65405,0,3
65406,0,9
65407,0,9
65408,0,5
65409,0,9
65410,0,2
65411,0,6
65412,0,9
65413,0,7
65414,0,5
65415,0,7
65416,0,4
65417,0,9
65418,0,9
65419,0,2
65420,0,3
65421,0,9
65422,0,5
65423,0,3
65424,0,5
65425,0,4
65426,0,1
65427,0,2
65428,0,9
65429,0,1
65430,0,2
65431,0,8
65432,0,5
65433,0,1
65434,0,7
65435,0,9
65436,0,0
65437,0,3
65438,0,3
65439,0,6
65440,0,9
65441,0,0
65442,0,4
65443,0,6
65444,0,0
65445,0,0
65446,0,2
65447,0,9
65448,0,7
65449,0,1
65450,0,9
65451,0,8
65452,0,5
65453,0,2
65454,0,8
65455,0,5
65456,0,9
65457,0,5
65458,0,2
65459,0,4
65460,0,2
65461,0,5
65462,0,2
65463,0,2
65464,0,5
65465,0,4
65466,0,2
65467,0,7
65468,0,1
65469,0,2
65470,0,6
65471,0,3
65472,0,6
65473,0,5
65474,0,6
65475,0,4
65476,0,6
65477,0,7
65478,0,5
65479,0,5
65480,0,1
65481,0,5
65482,0,2
65483,0,4
65484,0,4
65485,0,2
65486,0,4
65487,0,1
65488,0,9
65489,0,0
65490,0,7
65491,0,2
65492,0,7
65493,0,4
65494,0,2
65495,0,9
65496,0,7
65497,0,4
65498,0,4
65499,0,6
65500,0,1
65501,0,7
65502,0,1
65503,0,4
65504,0,7
65505,0,6
65506,0,1
65507,0,7
65508,0,3
65509,0,0
65510,0,3
65511,0,8
65512,0,6
65513,0,0
65514,0,0
65515,0,4
65516,0,1
65517,0,7
65518,0,9
65519,0,0
65520,0,2
65521,0,9
65522,0,2
65523,0,0
65524,0,7
65525,0,1
65526,0,9
65527,0,5
65528,0,2
65529,0,9
65530,0,8
65531,0,2
65532,0,4
65533,0,0
65534,0,3
65535,0,3
65536,0,2
65537,0,2
65538,0,8
65539,0,1
65540,0,0
65541,0,8
65542,0,1
65543,0,8
65544,0,1
65545,0,0
65546,0,1
65547,0,2
65548,0,7
65549,0,3
65550,0,7
65551,0,7
65552,0,3
65553,0,3
65554,0,9
65555,0,9
65556,0,0
65557,0,8
65558,0,2
65559,0,5
65560,0,8
65561,0,9
65562,0,5
65563,0,3
65564,0,5
65565,0,4
65566,0,1
65567,0,6
65568,0,9
65569,0,4
65570,0,3
65571,0,2
65572,0,6
65573,0,1
65574,0,8
65575,0,1
65576,0,3
65577,0,4
65578,0,0
65579,0,2
65580,0,1
65581,0,7
65582,0,0
65583,0,5
65584,0,4
65585,0,5
65586,0,3
65587,0,6
65588,0,2
65589,0,1
65590,0,6
65591,0,0
65592,0,7
65593,0,3
65594,0,6
65595,0,2
65596,0,3
65597,0,4
65598,0,3
65599,0,5
65600,0,2
65601,0,9
65602,0,6
65603,0,8
65604,0,0
65605,0,4
65606,0,4
65607,0,3
65608,0,1
65609,0,7
65610,0,5
65611,0,3
65612,0,3
65613,0,3
65614,0,2
65615,0,0
65616,0,3
65617,0,5
65618,0,2
65619,0,6
65620,0,2
65621,0,5
65622,0,1
65623,0,4
65624,0,2
65625,0,2
65626,0,1
65627,0,9
65628,0,3
65629,0,4
65630,0,6
65631,0,9
65632,0,5
65633,0,8
65634,0,0
65635,0,6
65636,0,3
65637,0,6
65638,0,0
65639,0,8
65640,0,1
65641,0,2
65642,0,3
65643,0,3
65644,0,1
65645,0,5
65646,0,5
65647,0,3
65648,0,2
65649,0,6
65650,0,7
65651,0,1
65652,0,3
65653,0,2
65654,0,3
65655,0,0
65656,0,3
65657,0,2
65658,0,2
65659,0,8
65660,0,6
65661,0,8
65662,0,4
65663,0,7
65664,0,0
65665,0,3
65666,0,1
65667,0,3
65668,0,8
65669,0,3
65670,0,4
65671,0,1
65672,0,2
65673,0,6
65674,0,3
65675,0,0
65676,0,7
65677,0,7
65678,0,8
65679,0,3
65680,0,6
65681,0,9
65682,0,5
65683,0,6
65684,0,6
65685,0,9
65686,0,5
65687,0,4
65688,0,3
65689,0,8
65690,0,5
65691,0,3
65692,0,8
65693,0,3
65694,0,7
65695,0,9
65696,0,0
65697,0,2
65698,0,5
65699,0,1
65700,0,0
65701,0,5
65702,0,6
65703,0,3
65704,0,5
65705,0,7
65706,0,9
65707,0,6
65708,0,0
65709,0,7
65710,0,1
65711,0,2
65712,0,0
65713,0,8
65714,0,6
65715,0,2
65716,0,2
65717,0,7
65718,0,8
65719,0,2
65720,0,4
65721,0,4
65722,0,4
65723,0,9
65724,0,7
65725,0,3
65726,0,2
65727,0,5
65728,0,4
65729,0,5
65730,0,1
65731,0,9
65732,0,5
65733,0,0
65734,0,5
65735,0,6
65736,0,4
65737,0,1
65738,0,7
65739,0,9
65740,0,0
65741,0,3
65742,0,3
65743,0,4
65744,0,9
65745,0,1
65746,0,0
65747,0,3
65748,0,9
65749,0,5
65750,0,6
65751,0,8
65752,0,2
65753,0,2
65754,0,1
65755,0,4
65756,0,0
65757,0,6
65758,0,7
65759,0,9
65760,0,0
65761,0,1
65762,0,1
65763,0,4
65764,0,3
65765,0,6
65766,0,9
65767,0,8
65768,0,1
65769,0,3
65770,0,7
65771,0,3
65772,0,9
65773,0,9
65774,0,5
65775,0,4
65776,0,2
65777,0,3
65778,0,6
65779,0,8
65780,0,8
65781,0,5
65782,0,5
65783,0,1
65784,0,8
65785,0,8
65786,0,5
65787,0,7
65788,0,9
65789,0,9
65790,0,3
65791,0,4
65792,0,4
65793,0,2
65794,0,7
65795,0,9
65796,0,6
65797,0,2
65798,0,7
65799,0,5
65800,0,4
65801,0,7
65802,0,6
65803,0,1
65804,0,4
65805,0,2
65806,0,2
65807,0,0
65808,0,9
65809,0,0
65810,0,0
65811,0,5
65812,0,1
65813,0,1
65814,0,7
65815,0,8
65816,0,3
65817,0,6
65818,0,6
65819,0,2
65820,0,0
65821,0,2
65822,0,4
65823,0,9
65824,0,5
65825,0,2
65826,0,4
65827,0,6
65828,0,4
65829,0,6
65830,0,1
65831,0,5
65832,0,2
65833,0,7
65834,0,8
65835,0,6
65836,0,7
65837,0,7
65838,0,0
65839,0,8
65840,0,4
65841,0,3
65842,0,6
65843,0,9
65844,0,1
65845,0,2
65846,0,1
65847,0,7
65848,0,4
65849,0,3
65850,0,4
65851,0,9
65852,0,9
65853,0,2
65854,0,4
65855,0,4
65856,0,3
65857,0,0
65858,0,5
65859,0,7
65860,0,5
65861,0,2
65862,0,7
65863,0,8
65864,0,9
65865,0,9
65866,0,2
65867,0,7
65868,0,8
65869,0,7
65870,0,7
65871,0,5
65872,0,8
65873,0,7
65874,0,6
65875,0,6
65876,0,9
65877,0,0
65878,0,1
65879,0,8
65880,0,7
65881,0,5
65882,0,4
65883,0,5
65884,0,3
65885,0,7
65886,0,4
65887,0,6
65888,0,5
65889,0,5
65890,0,6
65891,0,9
65892,0,9
65893,0,1
65894,0,9
65895,0,5
65896,0,9
65897,0,4
65898,0,4
65899,0,1
65900,0,9
65901,0,8
65902,0,3
65903,0,5
65904,0,1
65905,0,8
65906,0,6
65907,0,5
65908,0,8
65909,0,2
65910,0,3
65911,0,7
65912,0,1
65913,0,1
65914,0,1
65915,0,8
65916,0,7
65917,0,5
65918,0,6
65919,0,3
65920,0,4
65921,0,7
65922,0,0
65923,0,0
65924,0,5
65925,0,3
65926,0,4
65927,0,8
65928,0,2
65929,0,5
65930,0,2
65931,0,7
65932,0,3
65933,0,2
65934,0,3
65935,0,2
65936,0,7
65937,0,8
65938,0,0
65939,0,7
65940,0,6
65941,0,9
65942,0,5
65943,0,8
65944,0,0
65945,0,7
65946,0,3
65947,0,5
65948,0,0
65949,0,9
65950,0,7
65951,0,3
65952,0,0
65953,0,6
65954,0,5
65955,0,7
65956,0,8
65957,0,2
65958,0,3
65959,0,1
65960,0,9
65961,0,0
65962,0,2
65963,0,9
65964,0,1
65965,0,3
65966,0,4
65967,0,4
65968,0,4
65969,0,0
65970,0,6
65971,0,2
65972,0,4
65973,0,8
65974,0,6
65975,0,4
65976,0,9
65977,0,5
65978,0,6
65979,0,1
65980,0,8
65981,0,2
65982,0,4
65983,0,1
65984,0,6
65985,0,2
65986,0,9
65987,0,4
65988,0,3
65989,0,7
65990,0,9
65991,0,6
65992,0,3
65993,0,5
65994,0,4
65995,0,5
65996,0,9
